0.01	14054	0.013396	-30.008	1.0491e+006
0.02	35527	0.047613	-30.008	7.4615e+005
0.03	44192	0.071961	-30.008	6.1411e+005
0.04	45819	0.086213	-30.008	5.3146e+005
0.05	44998	0.093523	-30.008	4.8114e+005
0.06	43476	0.096905	-30.008	4.4864e+005
0.07	42046	0.098343	-30.008	4.2755e+005
0.08	40881	0.099151	-30.008	4.1231e+005
0.09	39946	0.099418	-30.008	4.018e+005
0.1	39218	0.099538	-30.016	3.94e+005
0.11	38613	0.099490	-30.016	3.8811e+005
0.12	38109	0.099576	-30.016	3.8272e+005
0.13	37726	0.099519	-30.016	3.7908e+005
0.14	37381	0.099504	-30.016	3.7567e+005
0.15	37043	0.099605	-30.016	3.719e+005
0.16	36809	0.099504	-30.016	3.6992e+005
0.17	36569	0.099581	-30.016	3.6723e+005
0.18	36332	0.099514	-30.016	3.651e+005
0.19	36156	0.099504	-30.016	3.6336e+005
0.2	35976	0.099576	-30.016	3.6129e+005
0.21	35808	0.099519	-30.016	3.5981e+005
0.22	35634	0.099495	-30.016	3.5815e+005
0.23	35463	0.099614	-30.016	3.5601e+005
0.24	35338	0.099514	-30.016	3.551e+005
0.25	35185	0.099552	-30.016	3.5343e+005
0.26	35074	0.099528	-30.016	3.524e+005
0.27	34950	0.099480	-30.016	3.5132e+005
0.28	34851	0.099543	-30.016	3.5011e+005
0.29	34747	0.099519	-30.016	3.4916e+005
0.3	34647	0.099485	-30.016	3.4826e+005
0.31	34562	0.099543	-30.016	3.4721e+005
0.32	34481	0.099485	-30.016	3.4659e+005
0.33	34380	0.099523	-30.016	3.4545e+005
0.34	34295	0.099552	-30.016	3.4449e+005
0.35	34223	0.099490	-30.016	3.4399e+005
0.36	34153	0.099566	-30.016	3.4301e+005
0.37	34076	0.099466	-30.016	3.4259e+005
0.38	33994	0.099562	-30.016	3.4144e+005
0.39	33934	0.099485	-30.016	3.411e+005
0.4	33861	0.099547	-30.016	3.4015e+005
0.41	33789	0.099514	-30.016	3.3954e+005
0.42	33724	0.099500	-30.016	3.3894e+005
0.43	33634	0.099562	-30.016	3.3782e+005
0.44	33579	0.099480	-30.016	3.3754e+005
0.45	33516	0.099566	-30.016	3.3662e+005
0.46	33456	0.099471	-30.016	3.3634e+005
0.47	33405	0.099557	-30.016	3.3554e+005
0.48	33342	0.099495	-30.016	3.3512e+005
0.49	33278	0.099571	-30.016	3.3421e+005
0.5	33233	0.099519	-30.016	3.3394e+005
0.51	33189	0.099485	-30.016	3.3361e+005
0.52	33131	0.099514	-30.016	3.3293e+005
0.53	33095	0.099514	-30.016	3.3257e+005
0.54	33061	0.099457	-30.016	3.3241e+005
0.55	33001	0.099586	-30.016	3.3138e+005
0.56	32962	0.099480	-30.016	3.3134e+005
0.57	32912	0.099504	-30.016	3.3076e+005
0.58	32870	0.099514	-30.016	3.3031e+005
0.59	32818	0.099480	-30.016	3.2989e+005
0.6	32779	0.099528	-30.016	3.2934e+005
0.61	32716	0.099490	-30.016	3.2884e+005
0.62	32643	0.099552	-30.016	3.2789e+005
0.63	32643	0.099538	-30.016	3.2794e+005
0.64	32580	0.099490	-30.016	3.2747e+005
0.65	32545	0.099571	-30.016	3.2685e+005
0.66	32511	0.099533	-30.016	3.2663e+005
0.67	32487	0.099495	-30.016	3.2652e+005
0.68	32425	0.099538	-30.016	3.2576e+005
0.69	32418	0.099519	-30.016	3.2575e+005
0.7	32391	0.099471	-30.016	3.2563e+005
0.71	32358	0.099552	-30.016	3.2503e+005
0.72	32325	0.099452	-30.016	3.2503e+005
0.73	32296	0.099624	-30.016	3.2418e+005
0.74	32259	0.099457	-30.016	3.2435e+005
0.75	32223	0.099609	-30.016	3.2349e+005
0.76	32187	0.099504	-30.016	3.2347e+005
0.77	32139	0.099552	-30.016	3.2284e+005
0.78	32108	0.099476	-30.016	3.2277e+005
0.79	32063	0.099605	-30.016	3.219e+005
0.8	32027	0.099480	-30.016	3.2194e+005
0.81	31998	0.099543	-30.016	3.2145e+005
0.82	31983	0.099523	-30.016	3.2137e+005
0.83	31959	0.099471	-30.016	3.2129e+005
0.84	31904	0.099514	-30.016	3.206e+005
0.85	31884	0.099509	-30.016	3.2042e+005
0.86	31869	0.099495	-30.016	3.2031e+005
0.87	31819	0.099581	-30.016	3.1953e+005
0.88	31807	0.099538	-30.016	3.1954e+005
0.89	31777	0.099504	-30.016	3.1935e+005
0.9	31745	0.099595	-30.016	3.1874e+005
0.91	31730	0.099490	-30.016	3.1893e+005
0.92	31706	0.099605	-30.016	3.1832e+005
0.93	31681	0.099514	-30.016	3.1836e+005
0.94	31670	0.099500	-30.016	3.183e+005
0.95	31616	0.099552	-30.016	3.1759e+005
0.96	31598	0.099519	-30.016	3.1751e+005
0.97	31558	0.099447	-30.016	3.1733e+005
0.98	31529	0.099547	-30.016	3.1673e+005
0.99	31502	0.099490	-30.016	3.1664e+005
1	31478	0.099533	-30.016	3.1626e+005
1.01	31472	0.099509	-30.016	3.1628e+005
1.02	31429	0.099519	-30.016	3.1581e+005
1.03	31408	0.099504	-30.016	3.1565e+005
1.04	31395	0.099543	-30.016	3.1539e+005
1.05	31359	0.099519	-30.016	3.151e+005
1.06	31332	0.099485	-30.016	3.1494e+005
1.07	31314	0.099595	-30.016	3.1441e+005
1.08	31284	0.099485	-30.016	3.1446e+005
1.09	31273	0.099590	-30.016	3.1402e+005
1.1	31251	0.099476	-30.022	3.1415e+005
1.11	31224	0.099557	-30.022	3.1363e+005
1.12	31207	0.099452	-30.022	3.1379e+005
1.13	31185	0.099533	-30.022	3.1331e+005
1.14	31159	0.099495	-30.022	3.1318e+005
1.15	31140	0.099523	-30.022	3.1289e+005
1.16	31132	0.099457	-30.022	3.1303e+005
